t	EXCHANGERATE	CPIUSA	M1USA	M2USA	UNRATEUSA	PPIUSA	GDPUSA	CPIMEX	UNRATEMEX	PPIMEX	GDPMEX
01.09.2013	13,0553	233,544	1106,8	10799,5	7,2	203,9	97,3402285	93,70000964	4,95	94,33385142	93,31527425
01.10.2013	12,9916	233,669	1122,8	10932,8	7,2	202,5	97,92193446	94,14567777	4,89	94,06061974	94,20448553
01.11.2013	13,0597	234,1	1125,4	10965,7	6,9	201,2	97,92193446	95,02330116	4,64	94,11232427	94,20448553
01.12.2013	13,0099	234,719	1135,1	11089,2	6,7	202	97,92193446	95,56838756	4,76	94,29552448	94,20448553
01.01.2014	13,222	235,288	1147,1	11111,1	6,6	203,8	98,33002088	96,42287049	4,88	95,12771202	95,73999995
01.02.2014	13,2928	235,547	1156,8	11137,5	6,7	205,7	98,33002088	96,6671309	4,68	95,68425423	95,73999995
01.03.2014	13,1929	236,028	1165,7	11266	6,7	207	98,33002088	96,93196062	5,22	95,69930021	95,73999995
01.04.2014	13,0669	236,468	1172,8	11337,9	6,2	208,3	98,88648174	96,75112221	4,94	95,56457368	96,95372533
01.05.2014	12,933	236,918	1178,2	11264,6	6,3	208	98,88648174	96,44172568	5,05	95,9919344	96,95372533
01.06.2014	12,9932	237,231	1191,7	11334,3	6,1	208,3	98,88648174	96,60885123	4,87	95,69865349	96,95372533
01.07.2014	12,9914	237,498	1197,1	11391,1	6,2	208	99,3179954	96,87453799	5,16	95,93093138	97,7503079
01.08.2014	13,1436	237,46	1180,9	11419,2	6,1	207	99,3179954	97,22250196	4,85	96,47345075	97,7503079
01.09.2014	13,237	237,477	1206,5	11458,5	5,9	206,4	99,3179954	97,65188605	4,77	96,52941665	97,7503079
01.10.2014	13,4795	237,43	1209,1	11542,8	5,7	203,4	99,48320364	98,19183013	4,64	96,60655938	98,39388824
01.11.2014	13,6148	236,983	1219	11595,7	5,8	200,9	99,48320364	98,98374811	4,7	96,31062343	98,39388824
01.12.2014	14,5205	236,252	1244,8	11739,1	5,6	197	99,48320364	99,46884073	4,19	97,40147107	98,39388824
01.01.2015	14,6972	234,747	1253	11762	5,7	192	99,44788741	99,37885005	4,34	97,65541216	98,27853408
01.02.2015	14,917	235,342	1277	11821,4	5,5	191,1	99,44788741	99,56740195	4,35	97,75027467	98,27853408
01.03.2015	15,2375	235,976	1270,6	11945,7	5,4	191,5	99,44788741	99,97278853	4,23	98,706585	98,27853408
01.04.2015	15,1943	236,222	1269,7	12023	5,4	190,9	99,98651159	99,7139582	4,41	99,17976011	99,70150375
01.05.2015	15,2796	237,001	1258,2	11898,9	5,6	193,4	99,98651159	99,21600977	4,53	99,44113832	99,70150375
01.06.2015	15,4792	237,657	1271,1	11953,1	5,3	194,8	99,98651159	99,38227826	4,43	99,97516904	99,70150375
01.07.2015	15,9515	238,034	1277,5	12016	5,2	193,9	100,284619	99,52797746	4,45	100,5832433	100,534965
01.08.2015	16,534	238,033	1272,5	12062,6	5,1	191,9	100,284619	99,73795571	4,39	101,1119323	100,534965
01.09.2015	16,8387	237,498	1283	12139	5	189,1	100,284619	100,1116313	4,19	101,4776789	100,534965
01.10.2015	16,5697	237,733	1269,8	12158	5	187,5	100,2755823	100,6267208	4,44	101,1842133	101,3507649
01.11.2015	16,6306	238,017	1295	12288	5,1	185,7	100,2755823	101,1760925	4,1	101,3032941	101,3507649
01.12.2015	17,0696	237,761	1302,1	12422,7	5	183,5	100,2755823	101,5883355	4,37	101,6312988	101,3507649
01.01.2016	18,0648	237,652	1303,1	12484,2	4,8	182,6	100,1951996	101,9757239	4,09	102,6827874	102,5160552
01.02.2016	18,4332	237,336	1318,3	12505,2	4,9	181,3	100,1951996	102,4222491	4,17	103,8437281	102,5160552
01.03.2016	17,6303	238,08	1324,8	12678,8	5	182,1	100,1951996	102,5730906	4,09	103,4926822	102,5160552
01.04.2016	17,4795	238,992	1338,3	12791,5	5,1	183,2	100,9032224	102,2482671	3,91	104,0271554	104,349538
01.05.2016	18,136	239,557	1351,5	12704	4,8	185,3	100,9032224	101,7923144	4,11	105,4596988	104,349538
01.06.2016	18,6538	240,222	1351,3	12786,1	4,9	187,6	100,9032224	101,9045885	3,95	107,0786989	104,349538
01.07.2016	18,6155	240,101	1351,9	12841,4	4,8	187,7	101,1832666	102,1702752	3,79	107,5598572	106,794596
01.08.2016	18,4742	240,545	1379,9	12931,9	4,9	186,6	101,1832666	102,4582454	3,75	108,0163583	106,794596
01.09.2016	19,2436	241,176	1379,8	13013,5	5	186,9	101,1832666	103,0838949	3,85	109,6409125	106,794596
01.10.2016	18,8912	241,741	1378,9	13071,2	4,9	186,7	101,7157009	103,7095444	3,57	109,9182205	108,8735655
01.11.2016	20,0086	242,026	1386,2	13190,8	4,7	186,3	101,7157009	104,5203175	3,64	111,659581	108,8735655
01.12.2016	20,4992	242,637	1376,9	13284,6	4,7	188,2	101,7157009	105,0019819	3,71	113,0204871	108,8735655
01.01.2017	21,3911	243,618	1392	13292,8	4,7	190,7	102,2424692	106,7872256	3,46	116,9367641	110,8895162
01.02.2017	20,3008	244,006	1394,5	13299,6	4,6	191,6	102,2424692	107,4043046	3,39	117,149422	110,8895162
01.03.2017	19,28	243,892	1414,8	13480,4	4,4	191,5	102,2424692	108,0633792	3,5	116,1494396	110,8895162
01.04.2017	18,7672	244,193	1413,3	13589	4,4	193	102,5604106	108,1962225	3,56	115,2588102	111,9928092
01.05.2017	18,7666	244,004	1441	13466,5	4,4	192,8	102,5604106	108,0668074	3,61	115,6019235	111,9928092
01.06.2017	18,1293	244,163	1443,7	13520,1	4,3	193,6	102,5604106	108,3384935	3,27	114,7032353	111,9928092
01.07.2017	17,8081	244,243	1452,9	13577,9	4,3	193,5	103,0749311	108,7481654	3,24	113,8544308	113,4183793
01.08.2017	17,7969	245,183	1463,3	13653,2	4,4	193,8	103,0749311	109,2855383	3,29	114,0390229	113,4183793
01.09.2017	17,8305	246,435	1449,1	13699,1	4,3	194,8	103,0749311	109,6275029	3,35	114,5338283	113,4183793
01.10.2017	18,8215	246,626	1462,3	13744,2	4,2	194,9	103,78507	110,3174314	3,42	116,2624292	114,3700942
01.11.2017	18,9306	247,284	1468,4	13818,1	4,2	195,9	103,78507	111,4547422	3,52	117,7371687	114,3700942
01.12.2017	19,1765	247,805	1457	13928,4	4,1	196,3	103,78507	112,1138168	3,42	118,0939752	114,3700942
01.01.2018	18,9118	248,859	1469,2	13884,2	4	197,9	104,4219704	112,7094694	3,2	119,5437089	116,2805517
01.02.2018	18,6473	249,529	1450,3	13839,3	4,1	199,3	104,4219704	113,1388535	3,15	119,7123674	116,2805517
01.03.2018	18,5901	249,577	1467,8	14005,4	4	199,3	104,4219704	113,5048156	3,19	120,1776534	116,2805517
01.04.2018	18,3876	250,227	1460,8	14078,8	4	200,3	105,3180042	113,1199983	3,45	120,2612332	117,5598219
01.05.2018	19,5525	250,792	1455,7	13975,6	3,8	203,2	105,3180042	112,9365887	3,25	122,9012244	117,5598219
01.06.2018	20,2878	251,018	1455	14067	4	204,2	105,3180042	113,3728292	3,31	124,9412914	117,5598219
01.07.2018	18,9856	251,214	1463,9	14106	3,8	204,3	105,6718847	113,9804806	3,26	123,4774981	118,8642255
01.08.2018	18,8633	251,663	1467,5	14161	3,8	203,4	105,6718847	114,6454783	3,21	123,0603093	118,8642255
01.09.2018	18,9991	252,182	1467,9	14198,8	3,7	203,6	105,6718847	115,1303361	3,29	123,7996102	118,8642255
01.10.2018	19,1958	252,772	1474,9	14199,9	3,8	204,6	106,1531342	115,7269964	3,15	124,213495	120,2270653
01.11.2018	20,2448	252,594	1467	14242,1	3,8	202,3	106,1531342	116,7115429	3,33	126,3318846	120,2270653
01.12.2018	20,0972	252,767	1488,9	14433,9	3,9	201	106,1531342	117,5295265	3,64	126,4245252	120,2270653
01.01.2019	19,1704	252,718	1485,8	14434,4	4	199,1	106,5630329	117,6299206	3,38	125,1839602	121,0574609
01.02.2019	19,1953	253,322	1485,4	14387,6	3,8	199,2	106,5630329	117,5968362	3,28	125,6106767	121,0574609
01.03.2019	19,2442	254,202	1468,8	14546,4	3,8	200,8	106,5630329	118,0497504	3,53	125,8823703	121,0574609
01.04.2019	18,9641	255,211	1479,2	14628,2	3,6	202,1	107,1571555	118,1124967	3,57	125,9566624	122,6148654
01.05.2019	19,111	255,29	1481,9	14561,3	3,7	201,7	107,1571555	117,7725258	3,57	126,2885509	122,6148654
01.06.2019	19,2728	255,159	1498,8	14718,5	3,6	200,3	107,1571555	117,8478214	3,52	126,6682128	122,6148654
01.07.2019	19,0452	255,685	1508,4	14801,8	3,7	200,7	107,5070271	118,290468	3,51	126,9374866	124,1898242
01.08.2019	19,6828	256,059	1507	14888,7	3,7	199,2	107,5070271	118,2710737	3,46	127,1883295	124,1898242
01.09.2019	19,547	256,511	1520,4	14978,5	3,5	198,4	107,5070271	118,5813827	3,51	127,5217349	124,1898242
01.10.2019	19,3193	257,244	1529,8	15108,4	3,6	198,6	107,9012045	119,2213949	3,57	126,9624433	124,6265422
01.11.2019	19,3261	257,803	1534,2	15238,7	3,6	199	107,9012045	120,1831246	3,53	126,766063	124,6265422
01.12.2019	19,1024	258,616	1549,4	15396,9	3,6	199	107,9012045	120,8539396	3,19	126,9256466	124,6265422
01.01.2020	18,8066	259,037	1541,7	15409,6	3,5	199,3	108,3367299	121,4391915	3,63	126,3591558	126,7120348
01.02.2020	18,8423	259,248	1543,8	15360,3	3,5	196,7	108,3367299	121,9434436	3,54	126,3388825	126,7120348
01.03.2020	22,3785	258,124	1649,4	15947,7	4,4	193,1	108,3367299	121,8852606	3,24	130,9060315	126,7120348
01.04.2020	24,1798	256,092	1864,8	17047,9	14,7	185,5	107,9303191	120,6497289	4,88	135,2101579	125,048219
01.05.2020	23,524	255,868	6342,5	17698,9	13,2	188,6	107,9303191	121,1140516	4,3	134,1512087	125,048219
01.06.2020	22,3069	256,986	6443,5	18060,2	11	191,2	107,9303191	121,7768807	5,48	132,7232541	125,048219
01.07.2020	22,3952	258,278	6488,8	18257,3	10,2	193	108,8645998	122,5766108	5,11	134,8466262	130,7513448
01.08.2020	22,2017	259,411	6511,9	18299,6	8,4	194,3	108,8645998	123,0591869	4,94	135,3124025	130,7513448
01.09.2020	21,6613	260,029	6598,1	18536,9	7,9	195,5	108,8645998	123,3409748	4,8	134,2607234	130,7513448
01.10.2020	21,2804	260,286	6670	18655,5	6,9	196,5	109,55364	124,0939305	4,59	134,0134303	130,5473945
01.11.2020	20,4566	260,813	6756,4	18950,4	6,7	198,3	109,55364	124,1874795	4,53	133,262647	130,5473945
01.12.2020	19,9604	262,035	6803,9	19228,9	6,7	200,5	109,55364	124,6609288	4,19	133,0821032	130,5473945
01.01.2021	19,9412	262,65	6892	19364,6	6,3	204,8	110,9170507	125,7321793	4,47	134,2498665	132,0138092
01.02.2021	20,3296	263,638	6965,2	19467,9	6,2	210,6	110,9170507	126,5273461	4,37	136,1002864	132,0138092
01.03.2021	20,75	264,914	7034,9	19870,8	6,1	215	110,9170507	127,5734981	4,3	138,2436584	132,0138092
01.04.2021	20,0376	266,67	7095,5	20266,4	6,1	217,9	112,6382903	127,9910462	4,87	138,5232635	133,2242992
01.05.2021	19,9644	268,444	7171,7	20307,1	5,8	224,9	112,6382903	128,252299	4,09	139,5070538	133,2242992
01.06.2021	20,0314	270,559	7137,6	20424,6	5,9	228,9	112,6382903	128,9356632	3,98	140,5264825	133,2242992
01.07.2021	19,9664	271,764	7168,6	20538,9	5,4	231,85	114,3480819	129,6931822	4,16	141,2136898	136,549607
01.08.2021	20,075	272,87	7226	20729	5,2	233,415	114,3480819	129,9407449	4,02	142,0190592	136,549607
01.09.2021	20,0461	274,028	7248,5	20909	4,8	235,678	114,3480819	130,7416159	3,9	142,6838837	136,549607
01.10.2021	20,4399	276,522	7252,1	21064,8	4,5	240,465	116,2548154	131,836824	3,81	144,7889184	137,697785
01.11.2021	20,8698	278,711	7272,4	21291,7	4,2	243,287	116,2548154	133,3461578	3,79	146,2088806	137,697785
01.12.2021	20,926	280,887	7269,5	21633,7	3,9	241,338	116,2548154	133,8298747	3,88	147,683957	137,697785
01.01.2022	20,5074	282,599	7281,3	21638,2	4	246,453	118,6100603	134,621619	3,52	148,0464872	140,5835907
01.02.2022	20,4578	284,61	7256,4	21581,2	3,8	252,66	118,6100603	135,7385031	3,7	149,6978288	140,5835907
01.03.2022	20,5444	287,472	7200,6	21840,5	3,6	260,014	118,6100603	137,0824148	3,32	151,451946	140,5835907
01.04.2022	20,0908	288,611	7143,9	21906,4	3,6	265,31	121,2208058	137,823962	3,18	151,8518082	143,9510352
01.05.2022	20,0575	291,268	7081,7	21558,9	3,6	273,251	121,2208058	138,0669613	3,36	153,3193759	143,9510352
01.06.2022	20,0101	294,728	6973,3	21576,4	3,6	280,251	121,2208058	139,2329017	3,32	154,5668626	143,9510352
01.07.2022	20,5464	294,628	6967,1	21579,1	3,5	272,274	122,5219761	140,2642227	3,27	155,9140409	146,0449404
01.08.2022	20,113	295,32	6930,2	21559,1	3,7	269,546	122,5219761	141,2396425	3,29	156,0012827	146,0449404
01.09.2022	20,0689	296,539	6838,8	21482,9	3,5	267,898	122,5219761	142,115809	3,12	155,5829099	146,0449404
